1	1	1386
1	2	1549
1	3	1585
1	4	1616
1	5	2053
1	6	2108
1	7	2390
1	8	2270
1	9	2377
1	10	2073
1	11	2464
1	12	1963
1	13	1953
1	14	1813
1	15	2030
1	16	1937
1	17	1911
1	18	2237
1	19	1999
1	20	1879
1	21	1974
1	22	1855
1	23	2004
1	24	1885
1	25	2011
1	26	2013
1	27	1910
1	28	2061
1	29	1933
1	30	1754
1	31	2139
2	1	32676
2	2	29418
2	3	29715
2	4	32075
2	5	28740
2	6	35238
2	7	28977
2	8	29207
2	9	24839
2	10	25450
2	11	28322
2	12	28473
2	13	25145
2	14	27676
2	15	34101
2	16	28913
2	17	27075
2	18	25578
2	19	26439
2	20	26766
2	21	26796
2	22	31540
2	23	28944
2	24	27107
2	25	26854
2	26	25154
2	27	25298
2	28	26003
3	1	27578
3	2	23682
3	3	25824
3	4	26537
3	5	24779
3	6	23395
3	7	24772
3	8	28479
3	9	24761
3	10	25880
3	11	25191
3	12	25477
3	13	24846
3	14	25165
3	15	27577
3	16	25931
3	17	25275
3	18	26832
3	19	27797
3	20	28508
3	21	26099
3	22	29917
3	23	25886
3	24	28088
3	25	30222
3	26	1749
4	9	23914
4	10	799
4	15	24990
4	16	26185
4	17	905
4	25	22648
6	1	27490
6	2	772
6	13	9109
6	15	19570
6	16	701
6	28	2051
10	27	18972
10	28	23752
10	29	20885
10	30	18592
10	31	20014
11	16	421
11	1	24061
11	2	283
11	30	20017
11	15	34877
12	1	20572
12	2	510
12	15	21409
12	16	20765
12	17	359
12	31	15569
