1	1	11
2	20	20012
2	21	958
2	22	205
2	23	21364
2	24	18497
2	25	18144
2	26	16850
2	27	18517
2	28	665
3	1	207
3	2	2
3	13	22603
3	14	308
3	15	6
3	16	24676
3	17	1
3	26	27034
4	4	222
4	5	117
4	6	85
4	7	10575
4	8	17353
4	9	13485
4	10	20884
4	11	804
4	12	215
4	13	23032
4	14	24733
4	15	22719
4	16	34111
4	17	94054
4	18	39178
4	19	336443
4	20	119465
4	21	70419
4	22	176927
4	23	128221
4	24	26685
4	25	349
4	26	411
4	27	63445
4	28	23823
4	29	22349
4	30	21145
5	1	437
5	2	708
5	3	397
5	4	23738
5	5	24255
5	6	22251
5	7	19576
5	8	21112
5	9	804
5	10	304
5	11	24879
5	12	23113
5	13	18690
5	14	25715
5	15	18913
5	16	864
5	17	141
5	18	23606
5	19	23301
5	20	21901
5	21	22864
5	22	19876
5	23	807
5	24	286
5	25	22071
5	26	21221
5	27	21194
5	28	19026
5	29	17337
5	30	711
5	31	179
6	1	9215
6	2	264
6	3	22462
6	4	20331
6	5	18842
6	6	781
6	7	254
6	8	23013
6	9	20890
6	10	16699
6	11	19900
6	12	17851
6	13	879
6	14	311
6	15	18017
6	16	17117
6	17	18216
6	18	9588
6	19	17927
6	20	1243
6	21	586
6	22	13355
6	23	18015
6	24	1452
6	25	19639
6	26	16463
6	27	603
6	28	510
6	29	5873
6	30	19721
7	1	19040
7	2	20850
7	3	19332
7	4	1050
7	5	129
7	6	22203
7	7	12014
7	8	125
10	21	16944
10	31	590
11	1	144
11	2	14686
11	3	14316
11	4	13813
11	5	14120
11	6	12589
11	7	803
11	8	613
11	9	16982
11	10	17131
11	11	15365
11	12	14702
11	13	14424
11	14	3035
11	15	1951
11	16	22642
11	17	17722
11	18	18876
11	19	15924
11	20	14413
11	21	1950
11	22	1941
11	23	16022
11	24	17223
11	25	14965
11	26	15431
11	27	12794
11	28	1797
11	29	1693
11	30	14782
12	1	15620
12	2	16276
12	3	16764
12	4	12358
12	5	416
12	6	147
12	7	5127
12	8	630
12	9	14610
12	10	12540
12	11	11026
12	12	657
12	13	359
12	14	16222
12	15	14214
12	16	13967
12	17	13829
12	18	12129
12	19	1171
12	20	973
12	21	13354
12	22	11896
12	23	8441
12	24	2036
12	25	889
12	26	1074
12	27	921
12	28	3518
12	29	3630
12	30	2645
12	31	1677
