1	1	9411
1	2	10268
1	3	10108
1	4	10586
1	5	13207
1	6	12914
1	7	14916
1	8	12830
1	9	13395
1	10	11834
1	11	13156
1	12	12686
1	13	11296
1	14	10636
1	15	10991
1	16	11045
1	17	12757
1	18	13101
1	19	11867
1	20	11299
1	21	11381
1	22	11536
1	23	11146
1	24	10745
1	25	12629
1	26	12646
1	27	11687
1	28	11103
1	29	11855
1	30	11119
1	31	12240
2	1	13283
2	2	11793
2	3	12156
2	4	13279
2	5	12231
2	6	11106
2	7	10770
2	8	12672
2	9	10783
2	10	11310
2	11	11571
2	12	10244
2	13	11097
2	14	12360
2	15	13989
2	16	12236
2	17	10744
2	18	10973
2	19	10727
2	20	11152
2	21	12932
2	22	11586
2	23	11607
2	24	11281
2	25	10962
2	26	11359
2	27	11254
2	28	11780
3	1	11547
3	2	10877
3	3	11596
3	4	11272
3	5	10543
3	6	10189
3	7	10372
3	8	11305
3	9	11399
3	10	11270
3	11	10295
3	12	11278
3	13	10895
3	14	12071
3	15	11896
3	16	11230
3	17	11430
3	18	11850
3	19	12273
3	20	12665
3	21	11759
3	22	12889
3	23	11500
3	24	12439
3	25	12061
3	26	11688
3	27	9668
3	28	9841
3	29	10161
3	30	10139
3	31	9499
4	1	10022
4	2	9758
4	3	9491
4	4	9504
4	5	8164
4	6	6988
4	7	9272
4	8	9294
4	9	8596
4	13	9714
4	14	9481
4	15	9120
4	16	9056
4	17	9231
4	18	9256
4	19	11236
4	20	9925
4	21	8983
4	22	9107
4	23	9295
4	24	8909
4	25	10919
4	26	13053
4	27	12036
4	28	9645
4	29	9664
4	30	9215
5	1	12747
5	2	10045
5	3	11829
5	4	11287
5	5	10603
5	6	10200
5	7	9801
5	8	8654
5	9	8853
5	10	9157
5	11	10907
5	12	9319
5	13	9384
5	14	10299
5	15	10502
5	16	9438
5	17	9520
5	18	10332
5	19	10487
5	20	9964
5	21	11124
5	22	9474
5	23	9510
5	24	10402
5	25	11329
5	26	6236
5	27	2187
5	28	7867
5	29	10682
5	30	10037
5	31	11170
6	1	12183
6	2	10115
6	3	9762
6	4	9123
6	5	9304
6	6	9827
6	7	11298
6	8	10479
6	9	10878
6	10	10093
6	11	10362
6	12	11636
6	13	10884
6	14	12005
6	15	11290
6	16	10471
6	17	11294
6	18	10965
6	19	10054
6	20	9324
6	21	9838
6	22	10549
6	23	10078
6	24	11125
6	25	10746
6	26	11844
6	27	10200
6	28	10579
6	29	11654
6	30	10909
7	1	10862
7	2	10773
7	3	10566
7	4	9724
7	5	10679
7	6	12095
7	7	10866
7	8	11406
7	9	10713
7	10	9539
7	11	9104
7	12	10034
7	13	11755
7	14	10420
7	15	10370
7	16	10315
7	17	9498
7	18	10049
7	19	9238
7	20	10315
7	21	9888
7	22	9910
7	23	10026
7	24	9415
7	25	9672
7	26	9432
7	27	11110
7	28	9739
7	29	10218
7	30	9603
7	31	9252
8	1	10691
8	2	9389
8	3	9765
8	4	8969
8	5	9933
8	6	9849
8	7	427
9	3	10063
9	4	10367
9	5	9633
9	6	9672
9	7	9643
9	8	8820
9	9	9524
9	10	10218
9	11	9204
9	12	10109
9	13	12433
9	14	10905
9	15	11494
9	16	11825
9	17	10722
9	18	112
9	25	3501
9	26	7444
9	27	9313
9	28	8411
9	29	8397
9	30	10011
10	1	9995
10	2	9639
10	3	9780
10	4	10847
10	5	9671
10	6	9255
10	7	9485
10	8	9652
10	9	9352
10	10	9401
10	11	10789
10	12	10138
10	13	9695
10	14	9625
10	15	9912
10	16	8869
10	17	9486
10	18	3769
10	19	4937
10	20	9059
10	21	10564
10	22	9223
10	23	8861
10	24	9212
10	25	12352
10	26	10679
10	27	10598
10	28	10703
10	29	9391
10	30	9418
10	31	10019
11	1	10598
11	2	10100
11	3	10573
11	4	9666
11	5	9416
11	6	9405
11	7	10052
11	8	11498
11	9	9955
11	10	9303
11	11	9540
11	12	9202
11	13	7766
11	16	6186
11	17	11352
11	18	11330
11	19	10113
11	20	10319
11	21	10574
11	22	11049
11	23	9157
11	24	6558
11	25	9656
11	26	8733
11	27	8559
11	28	9499
11	29	11398
11	30	9144
12	1	9464
12	2	9599
12	3	9769
12	4	9000
12	5	9164
12	6	9270
12	7	9508
12	8	11087
12	9	8946
12	10	8627
12	11	8468
12	12	10195
12	13	10710
12	14	10225
12	15	9400
12	16	8984
12	17	9184
12	18	8083
12	19	8984
12	20	10454
12	21	8737
12	22	8604
12	23	8124
12	24	6960
12	25	6271
12	26	8372
12	27	9077
12	28	9212
12	29	8994
12	30	9696
12	31	7024
