1	1	15917
1	2	18525
1	3	17106
1	4	17902
1	5	18541
1	6	22027
1	7	19006
1	8	18434
1	9	20514
1	10	22604
1	11	21502
1	12	19346
1	13	18696
1	14	19963
1	15	18348
1	16	19095
1	17	20727
1	18	18761
1	19	19433
1	20	20789
1	21	17572
1	22	16521
1	23	19597
1	24	20865
1	25	20823
1	26	19427
1	27	18003
1	28	18040
1	29	17991
1	30	19237
1	31	21552
2	1	23302
2	2	81
2	15	22231
2	16	22652
2	17	81
2	29	27036
3	1	17761
3	2	17244
3	3	17812
3	4	15819
3	5	19450
3	6	20388
3	7	16764
3	8	16993
3	9	17155
3	10	16736
3	11	16810
3	12	18348
3	13	20901
3	14	16599
3	15	16305
3	16	18474
3	17	16647
3	18	15667
3	19	15668
3	20	20368
3	21	18676
3	22	21908
3	23	16241
3	24	15580
3	25	15053
3	26	13012
3	27	12468
3	28	15485
3	29	15406
3	30	15548
3	31	16829
4	1	15839
4	2	18335
4	3	21875
4	4	16717
4	5	17012
4	6	17281
4	7	19622
4	8	18695
4	9	18268
4	10	1221
