1	1	2824
1	2	179
1	15	8030
1	16	5351
1	17	193
1	31	5935
2	1	1941
2	2	1370
2	3	1442
2	4	1329
2	5	1223
2	6	770
2	7	950
2	8	1438
2	9	1483
2	10	1420
2	11	1653
2	12	1496
2	13	972
2	14	1050
2	15	1372
2	16	1294
2	17	1487
2	18	1321
2	19	1231
2	20	807
2	21	934
2	22	1595
2	23	1518
2	24	1473
2	25	1288
2	26	1180
2	27	876
2	28	935
2	29	1782
3	1	1300
3	2	1304
3	3	1430
3	4	1222
3	5	815
3	6	822
3	7	1384
3	8	1471
3	9	1360
3	10	1246
3	11	1407
3	12	804
3	13	881
3	14	1399
3	15	1258
3	16	1581
3	17	1385
3	18	1252
3	19	800
3	20	969
3	21	1624
3	22	2125
3	23	1536
3	24	1294
3	25	1144
3	26	460
3	27	441
3	28	551
3	29	1323
3	30	1283
3	31	1474
4	1	7756
4	2	4782
4	3	5794
4	4	8717
4	5	8725
4	6	7951
4	7	8534
4	8	8503
4	9	4649
4	10	5472
4	11	8884
4	12	9274
4	13	8632
4	14	8102
4	15	7523
4	16	4614
4	17	6633
4	18	9905
4	19	8823
4	20	8404
4	21	8956
4	22	7666
4	23	4199
4	24	4413
4	25	4891
4	26	8584
4	27	9024
4	28	8105
4	29	8228
4	30	5455
5	1	7128
5	2	781
